year,sucid_in_hundredk
1990,172.64
1991,180.26999999999998
1992,194.43
1993,187.85
1994,185.96
1995,108.64
1996,107.17
1999,109.88
2000,153.24
2001,180.65
2002,183.27
2003,180.15
2004,106.03999999999999
2005,103.99
2006,27.34
2007,166.47
2008,177.38
2009,197.1
2010,190.64
2011,183.86
2012,192.37
2013,187.59
2014,178.3
2015,166.99
