year,sucid_in_hundredk
1989-01-01,398.82
1990-01-01,399.17
1991-01-01,396.4
1992-01-01,208.65
1993-01-01,195.18
1994-01-01,203.07999999999998
1996-01-01,123.77
1997-01-01,122.53
1998-01-01,118.38000000000001
1999-01-01,25.5
2000-01-01,24.9
2001-01-01,26.02
2002-01-01,200.19
2003-01-01,185.35
2007-01-01,21.669999999999998
2008-01-01,20.63
2011-01-01,154.6
2012-01-01,146.81
2013-01-01,142.58
2014-01-01,171.28
2015-01-01,96.58
