year,sucid_in_hundredk
1995-01-01,283.07
1996-01-01,279.89
1997-01-01,266.77
1998-01-01,187.0
1999-01-01,175.07
2000-01-01,266.2
2001-01-01,261.69
2002-01-01,273.7
2003-01-01,242.66
2004-01-01,242.27
2005-01-01,246.19
2006-01-01,165.69
2007-01-01,255.81
2008-01-01,160.37
2009-01-01,126.96
2010-01-01,160.52
2011-01-01,168.22
2012-01-01,165.39
2013-01-01,170.26
2014-01-01,108.3
2015-01-01,112.77
