year,sucid_in_hundredk
1994-01-01,253.22
1995-01-01,239.13
1996-01-01,229.56
1997-01-01,218.45999999999998
1998-01-01,134.51
1999-01-01,136.49
2000-01-01,129.07
2001-01-01,127.45
2002-01-01,176.51
2003-01-01,156.7
2004-01-01,161.78
2005-01-01,164.23
2006-01-01,162.07999999999998
2007-01-01,99.63
2008-01-01,101.11
2009-01-01,144.7
2010-01-01,130.02
2011-01-01,126.33
2012-01-01,143.21
2013-01-01,134.55
2014-01-01,137.73
2015-01-01,121.42
