year,sucid_in_hundredk
1996,8.03
1997,4.95
1998,7.7
1999,10.870000000000001
2000,9.54
2001,12.43
2002,6.98
2003,9.24
2004,12.629999999999999
2005,15.290000000000001
2006,17.92
2007,12.12
2008,14.14
2009,10.71
2010,13.09
2011,9.31
2012,13.56
2013,14.9
2014,15.08
2015,13.0
